name,address,birthdate,phone
Eric Gallegos,23-39 Brooklyn Queens Expy W,1980-12-19,838-439-0062
Robert Thompson,787 SE 12th Way,1966-01-25,704-638-3956
Cindy Mills,13 Apache Ave NW,1984-11-14,928-780-1539
Jose Williams,2989 W 27th St,1987-08-02,315-491-6708
Lawrence Valdez,110-16 110th St,1957-06-09,516-216-1304
Garrett Nash Jr.,40 E 101st St,1959-05-17,315-770-9838
Lauren Bird,3620 12th Ave,1952-09-05,332-221-3466
Brian Salinas,33-32 96th St,1965-03-19,631-832-2090
Angelica Darlene Farrell,516 Bedford Ave,1973-03-18,914-506-6539
Diana Ford,3137 1st St,1956-04-11,574-994-6632
Daniel Horton,1747A Taylor Ave,1952-11-12,607-238-9418
David Anderson,772 3rd Ave,1953-01-10,914-946-3256
Sharon Turner,837 Atlantic Ave,1950-11-16,516-233-9977
Robert Sanchez,236-29 N Conduit Ave,1997-12-15,646-564-7635
Angel White,444A E 50th St,1962-10-14,838-806-1721
Karen Anderson,580 W 162nd St,1968-05-02,838-939-5058
Cody Brown,366 Watchogue Rd,1985-05-03,516-305-8673
Diane Dawson,106-28 Ruscoe St,1955-04-24,838-814-5779
Bethany Rivera,171-42 143rd Rd,1969-02-03,914-374-4449
Cody Gomez,67 W 109th St,1992-11-27,680-610-6092
Rodney Bird,144-21 255th St,1970-04-16,212-758-1991
Michael Martinez,3599 E Dogwood Dr,1976-12-19,704-814-4829
Suzanne Jensen,244-72 Gipson St,1995-07-17,315-500-3020
Michael Davidson,516 NW 12th Rd,1991-02-13,914-348-1964
Felicia Turner,1372 83rd St,1986-03-27,347-636-6703
Renee Johnson,2648 W Dogwood St,1997-06-10,252-344-9544
Janice Johnson,755 Hewitt Pl,1983-02-27,315-554-4027
Teresa Hernandez,474-46 Seagirt Blvd,1996-09-30,315-864-4376
Charles Perez,4647 N Holly Pl,1981-05-02,302-473-2385
Nathaniel Ortiz Jr.,4 Martense Ct,1982-04-20,631-256-2401
Michael Mccarty,4660A Bedford Ave,1985-03-09,838-738-6423
Evan Hughes,3399 S 4th Ave,1995-04-01,838-204-3500
Alexander Williams,415 Beach 69th St,1992-06-27,838-681-9369
Nathan Berg,1105 Woodycrest Ave,1990-07-24,838-711-6013
Todd Clark,60-14 81st St,1979-11-13,838-712-5089
Pamela Hendrix,545 Dogwood Way S,1950-09-13,404-894-6647
Karen Sanders,671 11th Ave,1998-04-18,607-684-7228
Marilyn Gardner,183 Bay 47th St,1951-11-20,631-641-1004
Sandra Ashley Salinas,1565A Bogart Ave,1991-10-19,516-865-8035
Cindy Hansen,378 E 162nd St,1958-03-14,585-980-0588
Lauren Olsen,2781 Park Ave,1950-02-10,414-437-1199
Andrew Peterson,304 W Fordham Rd,1959-06-04,838-254-3678
Natasha Willis,622 E 161st St,1963-01-02,332-516-4418
Cody Hernandez,273B E 86th St,1969-11-17,646-222-8634
Robert Mcclure,58-26 Penrod St,1938-08-17,607-920-5786
Leslie Mendez,352B Bergen St,1956-05-07,516-385-4932
Lawrence Potts,2311B Demeyer St,1972-01-09,646-322-4838
Mary Amber Wong,1221 Jerome St,1955-03-20,516-665-6719
Jason Miller,1374 Sunset Pl,1980-03-05,602-674-3947
Rachel Rice,361A Watchogue Rd,1977-12-18,607-422-6072
Luis Johnson,110-67 147th St,1943-05-21,585-369-7044
Billy Klein,1112 Shore Pkwy,1976-12-24,838-778-3535
Brandi Martinez,75A E 115th St,1943-08-04,585-242-6280
Carrie Duran,73-20 Cook Ave,1993-08-03,680-255-3882
Julia Martinez,4451 SE Park Ave,1991-10-17,360-241-0603
Mario Rogers,22-81 32nd St,1984-01-02,631-419-2047
Jennifer Smith,4536 NE 10th Rd,1953-10-07,956-559-9738
Ashley Christine Nunez,83-25 102nd Rd,1967-03-01,838-971-4654
Jenny Villanueva,78-3 19th Rd,1968-07-01,347-310-0635
Joshua Davis,116-33 34th Ave,1987-11-05,332-463-8047
Sharon Laurie Mayer,165 Warren St,1991-11-02,838-222-7592
Amanda Gardner,245 SW 12th Dr,1961-07-23,332-931-3544
Cindy Jones,496 N Gannon Ave,1954-02-03,838-924-1125
Brett Cortez,3651 Park Rd,1982-06-22,507-659-0346
Ashley Stephanie Garcia,2212 E 60th Pl,1977-07-19,585-392-2088
Nicholas Bryant,2393S Valentine Ave,1973-10-23,631-897-1311
Michael Gomez,34-7 Astoria Blvd N,1991-08-18,212-451-0191
Jesse Pittman,481 S 47th St,1957-05-28,448-296-0156
Rhonda Thompson,546 Cypress Ln N,1958-01-03,562-218-8737
Troy Bentley,934 W 4th Pl,1945-11-08,714-907-1749
James Davis,940B Blake Ave,1997-04-18,516-593-3012
Carol Anderson,2902 Dogwood Pl,1995-07-06,404-940-1761
Jaclyn Peterson,90-16 Rockaway Beach Blvd,1989-12-08,838-858-1430
Jason Johnson,1814 49th St,1988-08-17,516-228-8526
Diana Palmer,67-12 Ascan Ave,1969-04-22,585-558-4395
Alexander Brown,3924 N Oak St,1943-08-29,659-494-2509
Michael Clark,2107 Park Ave SW,1981-08-05,916-280-1314
Debbie Buckley,158-7 84th St,1954-08-05,631-355-7868
Lisa Garcia,28-46 Mott Ave,1983-02-05,585-419-4779
Charles Shelton,191 Beach 69th St,1965-07-06,315-770-2462
Danny Baxter,2467 Cambreleng Ave,1972-10-20,631-276-6385
Mark Hall,2410 E 13th St,1953-11-10,585-451-5657
Brittany Cindy Barnes,24 Van Tuyl St,1968-12-21,516-453-1744
Stephanie King,117A Moore St,1948-04-01,315-961-7251
Madison Stewart,7 Alice Ct,1963-05-10,838-980-4256
Audrey Winters,1943B Pacific St,1991-06-15,212-230-5449
Lynn Martinez,2175 NE Park Dr,1984-10-07,682-339-7463
Kara Hernandez,28A E Broadway,1963-03-22,607-778-2570
Melissa Eaton,581 Bard Ave,1986-07-31,315-753-6189
Matthew Jones,173-41 143rd Rd,1961-08-13,631-611-6092
Christie Weaver,182 Thomas S Boyland St,1991-10-02,516-315-4111
Melissa Lisa Salazar,3160 Griswold Ave,2001-03-14,585-566-4009
Jessica Winters,25-36 Bell Blvd,1998-08-24,516-956-6429
Cynthia Anderson,4466A 3rd Ave,1987-01-18,631-748-9303
Lisa Howell,3491 89th Dr NE,1970-03-20,561-332-9412
Melissa Wilkerson,3472 E 5th Rd,1958-08-08,817-412-8942
April Maria Andrews,4553 71st Ln NE,1973-12-24,771-724-1853
James Morris,508 Park Ln,1999-06-22,557-251-2407
Michael Reyes,1587 Sunset Ln S,1987-08-19,341-800-3401
Jose Nguyen,2163 S Park Rd,1997-12-30,773-238-5057
Katherine Roberts,167A Penn St,1989-05-23,845-486-6657
Darrell Anderson,1716 Nelson Ave,2000-08-12,680-958-6038
Ana Kelley,2773 Park Pl,1947-08-17,557-629-5097
William Miller,2506 5th Pl S,1957-07-19,515-974-0920
Patricia Jones,279 Rear Milford St,1992-04-23,585-394-0285
Katherine Rodriguez,277B Manida St,1969-07-04,516-931-9674
Heather Green,1460 W 4th St,1988-02-27,332-580-6957
David Richards III,299 Murray St,1955-09-30,212-866-7286
Thomas Edwards,420 Allen Ave,1991-07-13,516-567-9937
Brandon Hoffman,14 Erasmus St,1989-06-12,332-883-4424
Robert Harris Jr.,7920 5th Ave,1981-09-01,917-957-8802
Shannon Beasley,2442 W Aspen St,1986-04-26,719-450-9456
Heather Boyer,1918A Anthony Ave,1980-04-17,516-632-3891
Susan Maldonado,3960 6th Rd N,1979-06-04,254-698-9334
Patricia Stone,166-55 22nd Ave,1979-09-26,516-462-1127
Eric Moore,105-41 145th St,1971-09-07,838-239-7546
Jesse Miller,618½ W 131st St,1982-12-18,914-408-0016
Aaron Hicks,89-22 66th Rd,1970-06-13,631-904-6902
Alicia Saunders,4045 9th Ave,1947-05-13,934-537-0054
Brooke Tran,206 Marlborough Rd,1989-09-30,332-221-0164
Blake Gallegos,606 49th St,1961-08-30,585-457-5191
Keith Morrow,4178 33rd Ln SW,1969-11-13,239-288-6790
Keith Sullivan,2395 Park Ln NE,1952-08-26,702-224-9371
Victoria Moore,1417 Stebbins Ave,1976-03-07,347-516-8240
Charles Johnson,201 SW Park Rd,1958-02-18,585-841-6613
Hailey Ebony Ortega,145 Bay 13th St,1979-05-24,838-307-1734
Frank Hunt,917-1 Grand St,1991-01-08,838-416-1606
Robin Hicks,41A Sherman St,1979-07-31,516-315-1786
Megan King,50 W 119th St,1952-08-09,838-830-3648
Renee Martinez,599 St Marys St,1965-02-07,838-756-3949
Beth Bender,427 Amber St,1989-11-12,914-799-8900
Tommy Jenkins,956 E 220th St,1950-10-06,315-280-9262
Amanda Sharon Gonzalez,247 Dorset St,1981-12-26,914-651-4714
Leslie Acosta,1429 Dogwood Pl SW,1992-01-20,938-208-6332
Nicholas Smith,543A 3rd Ave,1995-03-02,585-232-4871
Douglas Pierce,2970 Otis Ave,1964-01-20,680-447-9754
Erin Hannah Robinson,1131 Fox St,1972-09-13,631-775-0706
Matthew Sims,57 W 13th St,1951-12-12,332-842-5009
Robert Smith,116-10 141st St,1992-05-28,716-994-1251
Jon Cortez,2608 Park Ave W,1984-01-17,805-240-8942
Karina Hurley,1106A Southern Blvd,1961-07-29,914-358-0924
Joyce Zhang,607 S 6th St,1992-12-28,361-447-8099
Julie Moreno,104-63 120th St,1961-05-08,315-336-8402
Angela Chambers,1772A 68th St,1962-08-13,631-278-1067
Melissa Webster,1171 11th Way E,1959-08-01,423-729-2144
Keith Harris,88-57 102nd Rd,1988-06-26,585-462-6768
Amanda Mcbride,1824 NW Oak Ln,1995-11-15,251-591-1518
Anthony Fischer,1536-39 Linden St,1982-07-31,516-979-7444
Thomas Walker,1636A St Nicholas Ave,1967-07-26,838-265-7250
Lisa Griffith,1492 NW Main St,1953-02-10,631-748-6646
Jordan Elizabeth Williams,994A Dean Ave,1989-11-27,516-936-4178
Jessica Shelton,4083 71st Ave,1968-06-16,772-213-6175
Lindsey Lisa Anderson,125B W 80th St,1994-01-03,516-655-7252
April Hill,605 W 133rd St,1963-08-15,607-482-1921
Andre Mcdonald,39-18 220th St,1993-12-10,914-933-9303
Matthew Lewis,1629 77th St W,1992-04-04,771-989-0341
Seth Hayes,750B Magenta St,1961-04-14,917-370-1212
Nick Peters,36-17 Astoria Blvd S,1985-04-25,518-621-5692
Debra Miller,68C Chrystie St,1951-05-21,516-900-3780
Jennifer Wilkinson,129 Quentin Rd,1990-12-05,838-974-2246
Randy Davis Jr.,2841 Park St,1959-11-07,310-501-3970
Noah Weaver,789 Rear Kent Ave,1968-09-13,934-729-3870
Denise Hart,2074 13th St NW,1993-03-23,618-822-2506
Michelle Smith,69 Hemlock St,1964-08-02,315-825-4442
Janet Burns,358 Rear 3rd Ave,2000-08-17,315-591-1315
Brenda Clark,259A 53rd St,1960-07-05,914-745-7711
Samantha Williams,328A Carroll St,1964-01-17,838-635-5479
Eric Johnson,2298 Park Rd SE,1979-11-16,854-735-5128
Felicia Leslie English,207-58 141st Ave,1997-09-28,838-970-5174
Crystal Medina,1008-25 Franklin D Roosevelt Dr,2001-07-21,585-527-1454
Cheryl Hansen,223 Jefferson Ave,1957-01-04,516-590-5123
Amber Trevino,55-52 Hollis Ct Boulevard,1988-10-26,607-774-4198
Alexander Lozano,82-34 255th St,1952-07-05,516-293-5173
Keith Moreno,65A Warren St,1979-01-14,585-659-8371
Jaime Adams,1918 19th Ln,1963-12-11,212-625-2353
David White,1170B Clay Ave,1991-11-29,838-982-7537
Jacob Gonzales,993 Lydig Ave,1946-06-06,315-362-4057
Brian Dixon,3032B Jerome Ave,1956-06-11,680-841-0591
Alexander Strickland,4284 E Park Way,1994-05-29,803-252-1196
David Wilson,923A Ocean Ave,1976-07-02,315-351-3489
Dale Johnson,558 3rd Ave,1983-06-09,631-378-5813
Melissa Ortiz,2801 NE Aspen St,1993-09-03,303-382-6562
Timothy Mathews,2032 White Plains Rd,1962-12-28,838-741-7679
Candace Collier,978 Riverside Dr,1957-07-02,315-208-7432
Lauren Perez,119A Aster Ct,1937-05-24,631-871-7056
Laura Gay,291½ Eckford St,1976-03-27,914-721-6918
Clayton Bautista,330B Nassau Ave,1957-02-08,914-589-1841
Corey Becker,151 W 140th St,1966-07-29,585-429-1601
Eric Ellis,440 Rear-B Van Buren St,1975-06-30,838-512-0491
Melissa Carey,73 W Cedarview Ave,1954-12-20,914-790-6984
Stephen Ward,1879 Linden Blvd,1958-08-17,516-420-1083
Kristine Williams,1906 NW Dogwood Ln,1950-12-14,706-431-7578
Ronald Lopez,3259 SE Park Pl,1966-09-30,574-561-4085
Alicia Myers,48B Warren St,1985-09-30,212-439-8477
Scott Flores,2427A 86th St,1953-02-11,516-461-9951
Paula Payne,82-20 Exeter St,1951-09-11,516-429-7810
Daisy Hudson,3234 99th Way E,1968-09-04,656-858-3440
Jeremiah Campbell,1501 Amsterdam Ave,1991-03-05,716-218-7989
Victoria Campos,47-44 98th Pl,1961-03-03,838-487-5404
Alyssa Stevens,4206 Pine St W,1998-03-16,408-402-3374
Diane Zuniga,112A W 231st St,1978-10-10,838-795-9145
Eric Benitez,65-20 De Costa Ave,1978-11-03,838-971-6404
Mark Fuller,221-5 41st Rd,1949-04-12,914-918-0547
Francisco Guerrero,8½ Lewis Ave,1955-02-18,838-465-1668
Jessica Barnett,2116 Frederick Douglass Blvd,1960-01-17,315-749-4628
Jeffrey Baird,3004 Park Ave,1990-05-26,240-345-1341
Charles Torres,37-70 112th St,1956-02-10,838-467-6483
Tommy Johnson,628 E 78th St,1973-12-06,716-382-3027
Kyle Gomez,254-10 73rd Rd,1950-04-15,585-224-8071
John Strickland,174 Park Ln,1963-11-24,773-975-1631
Cheryl Hampton,99½ W 105th St,1958-04-02,838-387-5403
Thomas Arnold,93-59 Sutter Ave,1992-09-03,680-721-5330
Alex Powell,1850 Billingsley Terrace,1985-05-10,347-785-5796
Nicole Berry,635C W 30th St,1974-08-10,516-452-6246
Tom Smith,3537 Apache Ave,1979-09-15,480-355-3083
John Stephens,2756A Broadway,1966-06-30,585-283-2348
Jennifer Holt,3246 Park St,1950-04-26,417-584-8887
Johnathan Simon,2329 Park Dr N,1969-12-04,516-835-3988
Edward Cook II,3055 Park Pl,1987-04-12,815-547-8725
Eric Miller,136E E 13th St,1961-02-16,347-516-2684
Abigail Thompson,235-81 Jamaica Ave,1968-05-01,516-781-3079
Alex Lopez,276 W 80th St,1984-12-04,646-333-1093
Kenneth Jones,202A E 48th St,1987-08-17,838-875-2766
John Le,83-28 St James Ave,1979-05-22,929-715-4187
Jason Lamb,1315 Maple Way NW,1969-10-29,717-257-4970
Brandon Wilson,3581 Park Ave E,1967-07-03,979-843-5419
Anne Brooks,82-19 264th St,1996-05-28,716-528-3054
Terry Robinson,578 66th St,1963-12-06,914-779-8293
David Ochoa,194 W 76th St,1948-08-18,516-511-8695
Amanda Fitzgerald,211-73 91st Ave,1960-11-10,838-419-8392
Samuel Williams,1881 12th Way,1998-12-06,719-536-6823
Marcus Davis,1373A Ogden Ave,1962-12-21,516-875-9308
Jackie Silva,1135½ Dekalb Ave,1993-02-21,680-932-5220
Rick Dawson,3909A Laconia Ave,1977-03-12,315-256-0088
George Owens,64 Clay Pit Rd,1960-03-19,914-315-2195
Alyssa Jill Burch,4279 N Park Dr,1971-01-23,619-676-4084
Heidi York,255½ N 6th St,1989-05-27,516-558-2412
Cynthia Juarez,30-59 96th St,1976-01-12,585-786-8809
Kathleen Perez,1989 Bedford Ave,1952-12-23,838-666-6624
Taylor Robinson,1810½ Pacific St,1971-03-05,212-304-1146
Jessica Lisa Foster,2825 Ave Y,1970-09-25,680-660-0656
Zachary Sexton,107-19 Pinegrove St,1982-04-08,718-840-5543
James Smith,132 Spring St,1953-12-10,212-547-3518
Ashley Manning,2945 28th Ave W,1963-10-08,772-257-1209
Daniel Salazar,167 Shepherd Ave,1975-11-17,516-709-3666
Kathy Rachel Jones,507 5th Ave,1997-08-04,838-246-8740
Nicholas Hale,118A Watchogue Rd,1957-08-23,914-449-7307
Joseph Smith,791B Columbus Ave,1995-12-02,631-489-6300
Lori Amy Cox,638 St Nicholas Ave,1974-02-13,838-731-1778
Amber Williams,73 Norwood Ave,1984-07-20,315-318-0766
Megan Gutierrez,976B Rogers Pl,1962-03-11,585-968-3385
Thomas Fisher,16-58 163rd St,1993-11-17,838-393-5319
Daniel Jimenez,50-4 58th Pl,1958-05-29,315-843-1467
Veronica Stevens,139-38 88th Rd,1945-01-22,914-496-0571
Todd Ferguson,132-16 Guy R Brewer Blvd,1982-01-23,315-464-1859
John Moreno,3888 NW 76th St,1936-07-09,941-508-1306
Sandra Patterson,2555 Pine St,1979-01-17,938-934-2099
Jesus Munoz,1199½ Richmond Rd,1980-11-03,631-333-3905
Deanna Smith,3341 S 10th Way,1969-04-16,585-908-4783
Kristy Martinez,61-15 80th St,1950-03-14,332-353-0322
Tammie Guerrero,3060 S 7th Ave,1964-02-07,771-872-2014
Julia Sandoval,24 1st Dr NE,1996-04-10,771-394-4969
Anna Jones,350 Ave N,1957-02-02,631-275-3453
Eric Frye,972 Columbus Ave,1954-01-15,516-837-3177
Joshua Fischer,4990 NE 2nd St,1984-02-05,325-692-1498
Andrew Ruiz,2099A Davidson Ave,1996-03-23,315-335-8260
Ricardo Harris,115 Division St,1993-02-21,838-715-5603
Karen Wolf,808 E 77th St,1997-12-02,646-429-3492
Jeffery Miller II,3595 Park Ln,1953-04-27,516-415-9579
Marissa Carter,24 E 161st St,1938-05-10,516-553-0604
Anna Stephens,314 Moreland St,1956-03-19,929-835-2882
Jesus Adams,118-78 Seagirt Blvd,1987-11-30,585-674-4775
Brandon Oconnor,251 E Broadway,1983-05-19,716-860-8875
Paula Harris,42-38 45th St,1991-12-02,838-528-4458
Peter Owen,219-7 142nd Rd,1968-10-25,347-613-1220
Crystal Gallagher,315B Warren St,1937-07-01,914-464-4401
Judith Leach,79 Wolcott Ave,1947-06-29,315-597-0683
Lisa Hernandez,106-17 82nd Dr,1994-06-23,516-720-4977
Elizabeth Gray,62A Port Richmond Ave,1994-02-13,680-459-4624
Michael Chung,1224 Tabor Ct,1967-06-30,838-347-5580
Nathan Rios,3508 NE Park Way,1990-07-18,806-830-9730
Christopher Stewart,143-38 68th Dr,1946-12-06,516-777-9774
Amanda Martinez,1664 45th Ave S,2001-01-02,813-727-2888
Alan Gutierrez,465 81st St,1994-04-11,914-691-9244
Makayla Good,2053 55th Dr NE,1963-07-09,771-960-0461
Laura Rubio,1488 Park Rd,1984-11-14,530-726-4605
Steven Gray,3955A White Plains Rd,1957-07-06,516-794-1472
Kristin Macdonald,430 N 9th Way,1974-10-14,323-655-8862
Rebecca Watson,1942 19th Ln,1994-05-26,914-636-7079
Joshua Nixon,2749 Heath Ave,1960-09-25,914-692-8374
Margaret Hale,2292 W 58th Ln,1976-11-08,941-966-6866
Misty Laura Patel,27-10 Curtis St,1993-09-04,315-507-4817
Erica Hardin,82-19 Baxter Ave,1983-05-09,315-496-8434
Christopher Mcguire,18-83 Mott Ave,1985-04-18,716-601-6229
Tamara Elizabeth Gardner,1621 W 10th Dr,1960-02-18,862-504-1221
Nicole Ward,1896 Maple Ave N,1984-01-05,616-265-9580
James Johnson,853B Morningstar Rd,1982-02-14,516-704-5309
Benjamin Valdez,1370 Ralph Ave,1975-04-23,585-908-9852
Lauren Roman,1614 49th St,1972-10-28,516-323-9658
Hunter Payne,1786 Park Pl W,1956-02-14,323-552-8956
Roger Mcdonald,2206B Frederick Douglass Blvd,1936-07-18,845-942-5194
Samantha Hammond,52-19 72nd St,1966-09-05,838-212-2643
Gregory Velasquez,1434 Lexington Ave,1957-10-06,516-257-0611
Tony Carpenter,218-9 134th Rd,1955-12-30,315-844-2331
Roger Santos,148 E Burnside Ave,1978-05-20,838-882-7330
Meghan Brown,4229 Main Pl N,1969-10-27,574-495-7638
Cheryl Pacheco,6425 6th Ave,1992-11-17,585-301-3428
Philip Torres,320B Belfield Ave,1968-08-31,914-378-7921
Megan King,27 Gabriel Dr,1976-01-12,585-873-1757
Teresa Smith,4814 Park St SW,1980-12-03,630-500-6886
Scott Owens,4597 E 71st Dr,1994-04-27,448-658-9741
Walter Owen,189A 22nd St,1988-02-29,838-660-6885
Michelle Rodriguez,20-47 49th St,1947-03-23,838-788-3678
Walter King II,88-39 Sutter Ave,1994-11-06,914-749-0378
Olivia Gray,945 39th St,1957-02-13,516-306-5367
Jordan Berry,90-35 211th Pl,1965-12-18,631-273-5165
Eric Day,4216 Byron Ave,1974-05-18,680-566-8969
Lisa Barrera,228 S 78th Way,1959-09-04,727-746-2568
Susan Rush,3 Chester Ave,1953-04-26,516-869-8266
Sam Baker,117-64 Queens Blvd,1990-11-06,212-761-2387
Zachary Huynh,3547 Park St NW,1982-02-19,475-349-2888
Jesse Chambers,4764 90th Dr NE,1963-10-08,727-713-8246
Linda Cook,183A Dupont St,1974-01-17,607-209-6594
Douglas Simmons,4006 Gunther Ave,1952-11-16,680-423-9485
Misty Phillips,826A 3rd Ave,1968-04-30,585-371-5097
Brian Hernandez,171½ Penn St,1947-06-22,607-938-1383
Christopher Boone,877 E 223rd St,1988-12-25,838-531-9895
Barry Jennings,810A Columbus Ave,1999-01-28,516-406-2410
Nicole Drake,329 E 23rd St,1953-09-26,680-338-6592
Marissa Sims,224 Vanderbilt Ave,1966-09-19,212-785-8139
Timothy Johnson,4657 Park Pl SE,2000-08-08,309-996-8490
Eric Bonilla,490A Hart St,1994-07-18,212-991-5549
Jeremy Arnold,1776 NW 28th Way,1982-04-19,727-453-9306
Natalie Acosta,345A Humboldt St,1989-05-05,516-959-7478
Morgan Dunn,29-16 Hobart St,1951-04-06,516-383-5802
Amanda Horton,222 W 112th St,1964-03-29,680-861-9452
Gary Flowers,221-71 Francis Lewis Blvd,1965-07-05,315-415-4058
Lori Snow,150A W 94th St,1958-11-26,914-870-9357
Steven Shepard,1759 Dekalb Ave,1980-07-12,838-969-8096
Henry Romero,4311 Park Ave,1947-03-14,516-805-1170
Nick Anderson,2918 SE Aspen Ave,1952-07-12,719-601-4436
Yvette Calhoun,81C Wall St,1976-05-15,332-259-9303
Michael Graves,194 Veronica Pl,1974-12-15,914-318-7958
Joshua Garner,415 Park Way NW,1994-04-02,614-530-7097
Eddie Hill,33-41 84th St,1949-06-22,680-624-1285
Lisa Smith,219-47 138th Ave,1985-03-24,838-350-9029
Neil Newton,241-35 148th Rd,1997-12-06,914-385-9455
Zachary Santos,128-23 Gotham Rd,1980-02-17,914-973-1395
Hailey Fisher,396A W 23rd St,1997-10-17,838-838-1754
Jose Rios,48-24 45th St,1955-06-04,607-658-1532
Lauren Erickson,3262 Magnolia Dr,1968-07-15,228-996-8359
David Macias,247 E 7th St,1979-12-04,516-939-6898
Susan Wise,4843A Broadway,1965-12-02,631-975-7600
James Williams,3557 NW Oak St,1950-12-28,707-845-5939
Lisa Gonzales,4460 E 12th Pl,1991-02-10,872-919-2802
David Shepherd,461 E 120th St,1962-09-01,516-561-2453
Katie Miller,76½ Wenlock St,1984-05-01,212-490-2289
Carla Cooper,22 Cooper Pl,1942-01-16,838-750-4091
Brian Ortiz,3098A Jerome Ave,1973-04-18,607-752-3134
Matthew Herman,527 Park Pl,1958-11-12,516-533-8610
Sarah Torres,540 Parkside Ave,1975-03-06,516-212-4996
William Jacobs,3726 5th Ln N,1999-12-05,561-468-1725
Travis Lamb,321 Elmwood Ave,1995-02-12,680-405-0610
Michael Nelson,1815 13th Dr N,1961-07-18,707-825-9893
Joy Hansen,422 Lafayette St,1969-09-23,516-299-0465
Dennis Forbes,39 Winfield St,1992-05-07,607-853-6891
Robert Ruiz,469 Hawthorne St,1963-03-06,516-982-5849
Daniel Smith,48-4 46th St,1997-05-12,347-851-8113
Stacie Griffin,593 Main St,1979-12-07,516-548-4345
Patrick Montgomery,102-54 131st St,1952-05-09,838-441-2664
Wendy Williams,852 Union St,1946-04-21,585-626-7028
Cynthia Johnson,7235A 5th Ave,2000-02-27,516-366-9544
Nathaniel White,197-19 19th Ave,1957-06-30,315-493-5652
Heather Clark,3448 1st Way,1994-09-14,253-804-4733
Scott Little,1021 Grand Concession,1987-11-07,914-443-6931
Wanda Reed,111-15 76th Rd,1958-04-22,929-942-0496
Karen Gentry,111-1 Cross Bay Blvd,1943-08-24,838-339-8854
Jason Miller,3361C Broadway,1949-04-27,838-982-5142
Jean Andrews,4270 Park Dr,1970-05-23,430-748-5501
Timothy Stark,386 Butler St,1975-01-15,716-474-0671
Brandy Davis,71-42 Juniper Blvd S,1985-10-23,680-260-6360
Mario Day,15C Adrian Ave,1970-05-30,838-750-7664
Jose Marshall Jr.,81-61 102nd Ave,1949-06-17,516-388-0629
Andre Bridges,735 E 161st St,1965-07-17,585-881-4986
Timothy Ayala,325 E 115th St,1989-02-28,516-724-9089
Sandra Campbell,571 Woodrow Rd,1988-11-13,914-499-1833
Michaela Wilson,83B Circle Loop,1953-11-10,315-859-7694
Victoria Hill,3797 W Navajo Way,1969-04-16,928-851-9846
Karen Martinez,541 E Aspen Rd,1979-10-21,303-446-1728
Andrea Hart,1032A St Nicholas Ave,1958-09-01,516-569-1154
Peter Middleton,107-25 96th St,1963-01-09,838-974-9674
Linda Gomez,420 Ave C,1960-11-12,332-371-6005
Jeremy Young,1825A Prospect Pl,1966-01-11,315-729-5444
Stacey Smith,4218 6th Rd NE,1945-12-22,385-653-8175
Michael Owens II,26-79 Steinway St,1967-06-10,332-660-0861
Stephanie Martinez,3760 SW Dogwood Ln,1989-12-24,865-628-5888
Jose Wilson,64-13 60th Pl,1969-12-05,716-456-7754
Ryan Fields,80-56 126th St,1991-03-06,516-632-6301
